Player,Salary,Salary adjusted by inflation,Season
Mike Miller,9750000,13394186.0,2009/10
Kirk Hinrich,9500000,13050745.0,2009/10
Cuttino Mobley,9500000,13050745.0,2009/10
Earl Watson,9400000,12913368.0,2009/10
Jamal Crawford,9360000,12858418.0,2009/10
Quentin Richardson,9352400,12847978.0,2009/10
Gerald Wallace,9075000,12466896.0,2009/10
David West,9075000,12466896.0,2009/10
Boris Diaw,9000000,12363864.0,2009/10
Andris Biedrins,9000000,12363864.0,2009/10
Darius Miles,9000000,12363864.0,2009/10
Hidayet Turkoglu,9000000,12363864.0,2009/10
Mehmet Okur,9000000,12363864.0,2009/10
Corey Maggette,8937931,12278596.0,2009/10
Maurice Williams,8860000,12171537.0,2009/10
Kenny Thomas,8775000,12054767.0,2009/10
TJ Ford,8500000,11676983.0,2009/10
Devin Harris,8400000,11539606.0,2009/10
Jose Calderon,8219009,11290968.0,2009/10
Jason Kidd,8000000,10990101.0,2009/10
Mark Blount,7962500,10938585.0,2009/10
Tim Thomas,7773055,10678332.0,2009/10
Paul Millsap,7692932,10568263.0,2009/10
Stephen Jackson,7650000,10509284.0,2009/10
Marcus Camby,7650000,10509284.0,2009/10
Marvin Williams,7500000,10303220.0,2009/10
Antonio McDyess,7500000,10303220.0,2009/10
Lamar Odom,7500000,10303220.0,2009/10
Darko Milicic,7500000,10303220.0,2009/10
Andres Nocioni,7500000,10303220.0,2009/10
Etan Thomas,7350000,10097155.0,2009/10
Marko Jaric,7100000,9753715.0,2009/10
Udonis Haslem,7100000,9753715.0,2009/10
David Lee,7000000,9616338.0,2009/10
Shane Battier,6864200,9429781.0,2009/10
Joel Przybilla,6857725,9420886.0,2009/10
Brian Cardinal,6750000,9272898.0,2009/10
Dan Gadzuric,6749260,9271881.0,2009/10
Andre Miller,6730800,9246522.0,2009/10
Shawn Marion,6635068,9115008.0,2009/10
Jerome James,6600000,9066833.0,2009/10
Leandro Barbosa,6600000,9066833.0,2009/10
Shareef Abdur-Rahim,6600000,9066833.0,2009/10
Andrea Bargnani,6527491,8967223.0,2009/10
Charlie Villanueva,6500000,8929457.0,2009/10
Luke Ridnour,6500000,8929457.0,2009/10
Matt Harpring,6500000,8929457.0,2009/10
Nazr Mohammed,6466600,8883573.0,2009/10
Vladimir Radmanovic,6466600,8883573.0,2009/10
Jared Jeffries,6466600,8883573.0,2009/10
Mike James,6466600,8883573.0,2009/10
Anderson Varejao,6300000,8654705.0,2009/10
Tony Battie,6292000,8643714.0,2009/10
Nick Collison,6250000,8586016.0,2009/10
Mike Bibby,6217617,8541530.0,2009/10
Morris Peterson,6212960,8535132.0,2009/10
Jason Kapono,6212960,8535132.0,2009/10
Jamaal Tinsley,6190300,8504003.0,2009/10
Jameer Nelson,6138888,8433375.0,2009/10
Jeff Foster,6077500,8349042.0,2009/10
DeSagana Diop,6031800,8286261.0,2009/10
James Posey,6031800,8286261.0,2009/10
Chris Duhon,6031800,8286261.0,2009/10
Beno Udrih,6031800,8286261.0,2009/10
Brendan Haywood,6000000,8242576.0,2009/10
Antonio Daniels,5863580,8055167.0,2009/10
Rasheed Wallace,5854000,8042006.0,2009/10
Trevor Ariza,5854000,8042006.0,2009/10
Metta World Peace,5854000,8042006.0,2009/10
Marcin Gortat,5854000,8042006.0,2009/10
LaMarcus Aldridge,5844827,8029405.0,2009/10
Francisco Garcia,5800000,7967823.0,2009/10
JR Smith,5508426,7567270.0,2009/10
Raymond Felton,5501196,7557337.0,2009/10
John Salmons,5456000,7495249.0,2009/10
Nenad Krstic,5400000,7418318.0,2009/10
Greg Oden,5361240,7365071.0,2009/10
Mickael Pietrus,5300000,7280942.0,2009/10
Adam Morrison,5257229,7222185.0,2009/10
Raja Bell,5250000,7212254.0,2009/10
Speedy Claxton,5209454,7156553.0,2009/10
Derrick Rose,5184480,7122245.0,2009/10
Kyle Korver,5155115,7081904.0,2009/10
Rafer Alston,5053133,6941805.0,2009/10
Derek Fisher,5048000,6934754.0,2009/10
Jason Maxiell,5000000,6868813.0,2009/10
Sasha Vujacic,5000000,6868813.0,2009/10
Blake Griffin,4983480,6846118.0,2009/10
Louis Williams,4972500,6831035.0,2009/10
Reggie Evans,4960000,6813863.0,2009/10
Steve Blake,4930000,6772650.0,2009/10
Luke Walton,4840000,6649011.0,2009/10
Kevin Durant,4796880,6589774.0,2009/10
Zaza Pachulia,4750000,6525372.0,2009/10
Tyrus Thomas,4743598,6516578.0,2009/10
Matt Carroll,4700000,6456684.0,2009/10
Michael Beasley,4638600,6372335.0,2009/10
Marcus Banks,4553793,6255831.0,2009/10
Darius Songaila,4526000,6217650.0,2009/10
Drew Gooden,4500000,6181932.0,2009/10
Jarrett Jack,4500000,6181932.0,2009/10
Hasheem Thabeet,4458840,6125388.0,2009/10
Trenton Hassell,4350000,5975867.0,2009/10
Martell Webster,4344000,5967625.0,2009/10
James Jones,4320000,5934654.0,2009/10
Al Horford,4307640,5917675.0,2009/10
Delonte West,4254250,5844330.0,2009/10
Kendrick Perkins,4250000,5838491.0,2009/10
OJ Mayo,4165560,5722490.0,2009/10
Ronny Turiaf,4140000,5687377.0,2009/10
Kwame Brown,4100000,5632427.0,2009/10
Daniel Gibson,4088500,5616628.0,2009/10
James Harden,4054160,5569453.0,2009/10
Nate Robinson,4000000,5495050.0,2009/10
Travis Outlaw,4000000,5495050.0,2009/10
Brandon Bass,4000000,5495050.0,2009/10
Rasual Butler,3945000,5419493.0,2009/10
Brandon Roy,3910816,5372533.0,2009/10
Fabricio Oberto,3900000,5357673.0,2009/10
DeShawn Stevenson,3886928,5339716.0,2009/10
Mike Conley,3883800,5335419.0,2009/10
Ryan Gomes,3867500,5313027.0,2009/10
Kurt Thomas,3800000,5220298.0,2009/10
Roger Mason,3780000,5192823.0,2009/10
Russell Westbrook,3755640,5159358.0,2009/10
CJ Miles,3700000,5082922.0,2009/10
Steven Hunter,3696000,5077426.0,2009/10
Willie Green,3682000,5058194.0,2009/10
Ramon Sessions,3670667,5042625.0,2009/10
Amir Johnson,3666666,5037129.0,2009/10
Chris Andersen,3650000,5014233.0,2009/10
Tyreke Evans,3610080,4959393.0,2009/10
Charlie Bell,3596000,4940050.0,2009/10
Randy Foye,3575761,4912247.0,2009/10
Keyon Dooling,3564000,4896090.0,2009/10
Jeff Green,3516960,4831468.0,2009/10
Brian Cook,3500000,4808169.0,2009/10
Carlos Delfino,3500000,4808169.0,2009/10
Brian Scalabrine,3413793,4689741.0,2009/10
Kevin Love,3401040,4672221.0,2009/10
Luis Scola,3375600,4637273.0,2009/10
Damien Wilkins,3300000,4533416.0,2009/10
Rudy Gay,3280997,4507311.0,2009/10
Matt Bonner,3240380,4451513.0,2009/10
Marc Gasol,3240000,4450991.0,2009/10
Kris Humphries,3200000,4396040.0,2009/10
Yi Jianlian,3194400,4388347.0,2009/10
Kelenna Azubuike,3132000,4302624.0,2009/10
Eduardo Najera,3100000,4258664.0,2009/10
Danilo Gallinari,3089040,4243607.0,2009/10
Glen Davis,3000000,4121288.0,2009/10
Hakim Warrick,3000000,4121288.0,2009/10
Chris Wilcox,3000000,4121288.0,2009/10
Grant Hill,3000000,4121288.0,2009/10
Carl Landry,3000000,4121288.0,2009/10
Andray Blatche,3000000,4121288.0,2009/10
Jonny Flynn,2969280,4079086.0,2009/10
Corey Brewer,2916120,4006056.0,2009/10
Eddie House,2862000,3931708.0,2009/10
Mark Madsen,2840000,3901486.0,2009/10
JJ Redick,2839408,3900672.0,2009/10
Eric Gordon,2819880,3873845.0,2009/10
Hilton Armstrong,2801198,3848181.0,2009/10
Thabo Sefolosha,2759628,3791074.0,2009/10
Jamario Moon,2750000,3777847.0,2009/10
Dorell Wright,2750000,3777847.0,2009/10
Aleksandar Pavlovic,2750000,3777847.0,2009/10
Ronnie Brewer,2717161,3732734.0,2009/10
Stephen Curry,2710560,3723666.0,2009/10
Brandan Wright,2671440,3669924.0,2009/10
Jerry Stackhouse,2668598,3666019.0,2009/10
Anthony Parker,2644230,3632544.0,2009/10
Joe Alexander,2583360,3548923.0,2009/10
Mikki Moore,2537952,3486543.0,2009/10
Maurice Evans,2500000,3434406.0,2009/10
Tony Allen,2500000,3434406.0,2009/10
Sebastian Telfair,2500000,3434406.0,2009/10
Dahntay Jones,2500000,3434406.0,2009/10
Craig Smith,2500000,3434406.0,2009/10
Michael Finley,2500000,3434406.0,2009/10
Ricky Davis,2484000,3412426.0,2009/10
Jordan Hill,2483280,3411437.0,2009/10
Joakim Noah,2455680,3373521.0,2009/10
Shawne Williams,2416067,3319102.0,2009/10
DJ Augustin,2385480,3277083.0,2009/10
Spencer Hawes,2332800,3204713.0,2009/10
David Andersen,2300000,3159654.0,2009/10
DeMar DeRozan,2282640,3135805.0,2009/10
Brook Lopez,2225880,3057830.0,2009/10
Acie Law,2216160,3044477.0,2009/10
Ryan Hollins,2183333,2999381.0,2009/10
Brandon Jennings,2168520,2979031.0,2009/10
Anthony Johnson,2160000,2967327.0,2009/10
Jerryd Bayless,2143080,2944083.0,2009/10
Renaldo Balkman,2112417,2901959.0,2009/10
Chuck Hayes,2111750,2901043.0,2009/10
Antoine Wright,2110550,2899394.0,2009/10
Thaddeus Young,2105400,2892320.0,2009/10
Ersan Ilyasova,2100000,2884901.0,2009/10
Rajon Rondo,2094922,2877925.0,2009/10
Chucky Atkins,2066455,2838818.0,2009/10
Jarvis Hayes,2062800,2833797.0,2009/10
Brent Barry,2062800,2833797.0,2009/10
Terrence Williams,2060040,2830006.0,2009/10
Josh Boone,2056968,2825785.0,2009/10
Jason Thompson,2035920,2796870.0,2009/10
Kyle Lowry,2034997,2795602.0,2009/10
Julian Wright,2000040,2747580.0,2009/10
Jannero Pargo,2000000,2747525.0,2009/10
Shannon Brown,2000000,2747525.0,2009/10
Bruce Bowen,2000000,2747525.0,2009/10
Channing Frye,2000000,2747525.0,2009/10
Marquis Daniels,1990000,2733787.0,2009/10
Ronald Murray,1990000,2733787.0,2009/10
Radoslav Nesterovic,1990000,2733787.0,2009/10
Gerald Henderson,1957080,2688563.0,2009/10
Jordan Farmar,1947240,2675045.0,2009/10
Brandon Rush,1934160,2657076.0,2009/10
Al Thornton,1900200,2610423.0,2009/10
Sergio Rodriguez,1892035,2599207.0,2009/10
Mardy Collins,1867742,2565834.0,2009/10
Tyler Hansbrough,1859160,2554044.0,2009/10
Anthony Randolph,1837560,2524371.0,2009/10
Goran Dragic,1836000,2522228.0,2009/10
Rodney Stuckey,1805040,2479696.0,2009/10
Earl Clark,1766280,2426449.0,2009/10
Robin Lopez,1745520,2397930.0,2009/10
Travis Diener,1740000,2390347.0,2009/10
Nick Young,1714800,2355728.0,2009/10
Francisco Elson,1700000,2335396.0,2009/10
Austin Daye,1677840,2304954.0,2009/10
Marreese Speights,1658280,2278083.0,2009/10
Jose Juan Barea,1657500,2277011.0,2009/10
Sean Williams,1629120,2238024.0,2009/10
Hamed Haddadi,1627779,2236182.0,2009/10
Solomon Jones,1620000,2225495.0,2009/10
Patrick O'Bryant,1620000,2225495.0,2009/10
Devean George,1600000,2198020.0,2009/10
Matt Barnes,1600000,2198020.0,2009/10
James Johnson,1594080,2189887.0,2009/10
Roy Hibbert,1575360,2164170.0,2009/10
Oleksiy Pecherov,1547640,2126090.0,2009/10
Marco Belinelli,1547640,2126090.0,2009/10
Jrue Holiday,1514280,2080261.0,2009/10
JaVale McGee,1496640,2056028.0,2009/10
Javaris Crittenton,1477920,2030311.0,2009/10
Ty Lawson,1438690,1976418.0,2009/10
JJ Hickson,1429200,1963381.0,2009/10
Jason Smith,1418880,1949204.0,2009/10
Jeff Teague,1373880,1887385.0,2009/10
Alexis Ajinca,1372080,1884912.0,2009/10
Daequan Cook,1362120,1871229.0,2009/10
Eric Maynor,1318920,1811883.0,2009/10
Ryan Anderson,1317120,1809410.0,2009/10
Jared Dudley,1307640,1796387.0,2009/10
Joe Smith,1306455,1794759.0,2009/10
Theo Ratliff,1306455,1794759.0,2009/10
Lindsey Hunter,1306455,1794759.0,2009/10
Anthony Carter,1306455,1794759.0,2009/10
Brian Skinner,1306455,1794759.0,2009/10
Kevin Ollie,1306455,1794759.0,2009/10
Adonal Foyle,1306455,1794759.0,2009/10
Jason Williams,1306455,1794759.0,2009/10
Juwan Howard,1306455,1794759.0,2009/10
Ben Wallace,1306445,1794745.0,2009/10
Malik Allen,1300000,1785891.0,2009/10
Darren Collison,1266120,1739348.0,2009/10
Courtney Lee,1264440,1737040.0,2009/10
Wilson Chandler,1255440,1724676.0,2009/10
Ronnie Price,1250000,1717203.0,2009/10
Jamaal Magloire,1229225,1688663.0,2009/10
Kosta Koufos,1214040,1667802.0,2009/10
Allen Iverson,1191180,1636398.0,2009/10
Earl Boykins,1191180,1636398.0,2009/10
Sean Marks,1187686,1631598.0,2009/10
Jason Collins,1181803,1623516.0,2009/10
Jarron Collins,1181803,1623516.0,2009/10
Omri Casspi,1167000,1603181.0,2009/10
Rudy Fernandez,1165320,1600873.0,2009/10
Serge Ibaka,1120200,1538888.0,2009/10
BJ Mullens,1120200,1538888.0,2009/10
Nicolas Batum,1118760,1536910.0,2009/10
Aaron Brooks,1118520,1536581.0,2009/10
Carlos Arroyo,1107572,1521541.0,2009/10
Primoz Brezec,1107572,1521541.0,2009/10
Devin Brown,1100000,1511138.0,2009/10
Arron Afflalo,1086240,1492236.0,2009/10
George Hill,1081680,1485971.0,2009/10
Ian Mahinmi,1079640,1483169.0,2009/10
Rodrigue Beaubois,1075440,1477399.0,2009/10
Alando Tucker,1071720,1472288.0,2009/10
Chris Quinn,1055000,1449319.0,2009/10
Darrell Arthur,1050480,1443110.0,2009/10
Royal Ivey,1050000,1442450.0,2009/10
Donte Greene,1044000,1434208.0,2009/10
Taj Gibson,1039800,1428438.0,2009/10
DJ White,1036440,1423822.0,2009/10
Keith Bogans,1033342,1419566.0,2009/10
Quinton Ross,1033342,1419566.0,2009/10
James Singleton,1030189,1415235.0,2009/10
JR Giddens,1028880,1413436.0,2009/10
DeMarre Carroll,1009680,1387060.0,2009/10
Wayne Ellington,1003560,1378653.0,2009/10
CJ Watson,1000497,1374445.0,2009/10
Aaron Gray,1000497,1374445.0,2009/10
Greg Buckner,1000000,1373762.0,2009/10
Toney Douglas,996240,1368597.0,2009/10
Josh Powell,959111,1317590.0,2009/10
Didier Ilunga-Mbenga,959111,1317590.0,2009/10
Yakhouba Diawara,945000,1298205.0,2009/10
Stephen Graham,884881,1215616.0,2009/10
Joey Graham,884881,1215616.0,2009/10
Johan Petro,884881,1215616.0,2009/10
Luther Head,884881,1215616.0,2009/10
Ike Diogu,884881,1215616.0,2009/10
Sean May,884881,1215616.0,2009/10
Joey Dorsey,881000,1210284.0,2009/10
Kyle Weaver,870968,1196503.0,2009/10
Kyrylo Fesenko,870000,1195173.0,2009/10
Randolph Morris,855189,1174826.0,2009/10
Leon Powe,855189,1174826.0,2009/10
Steve Novak,855189,1174826.0,2009/10
Marcus Williams,855189,1174826.0,2009/10
Rodney Carney,855189,1174826.0,2009/10
Louis Amundson,855189,1174826.0,2009/10
DeJuan Blair,850000,1167698.0,2009/10
Ime Udoka,838034,1151259.0,2009/10
Shelden Williams,825497,1134036.0,2009/10
Will Bynum,825497,1134036.0,2009/10
Josh McRoberts,825497,1134036.0,2009/10
Joel Anthony,825497,1134036.0,2009/10
Dominic McGuire,825497,1134036.0,2009/10
Marcus Haislip,825497,1134036.0,2009/10
Sam Young,824200,1132255.0,2009/10
Jonathan Bender,801361,1100879.0,2009/10
Mario Chalmers,773500,1062605.0,2009/10
Darnell Jackson,736420,1011666.0,2009/10
Jawad Williams,736420,1011666.0,2009/10
Anthony Morrow,736420,1011666.0,2009/10
DeAndre Jordan,736420,1011666.0,2009/10
Bobby Brown,736420,1011666.0,2009/10
Luc Mbah a Moute,736420,1011666.0,2009/10
Nathan Jawai,736420,1011666.0,2009/10
Henry Walker,736420,1011666.0,2009/10
Malik Hairston,736420,1011666.0,2009/10
Sonny Weems,736420,1011666.0,2009/10
Chris Douglas-Roberts,736000,1011089.0,2009/10
Jermaine Taylor,725000,995977.0,2009/10
Jodie Meeks,650000,892945.0,2009/10
Chris Hunter,632455,868843.0,2009/10
Kareem Rush,534906,734833.0,2009/10
Jason Hart,521384,716257.0,2009/10
Marcus Thornton,457888,629029.0,2009/10
Marcus Landry,457588,628617.0,2009/10
Derrick Brown,457588,628617.0,2009/10
Danny Green,457588,628617.0,2009/10
Jonas Jerebko,457588,628617.0,2009/10
DaJuan Summers,457588,628617.0,2009/10
Chase Budinger,457588,628617.0,2009/10
AJ Price,457588,628617.0,2009/10
Taylor Griffin,457588,628617.0,2009/10
Dante Cunningham,457588,628617.0,2009/10
Jeff Ayres,457588,628617.0,2009/10
Patrick Mills,457588,628617.0,2009/10
Jon Brockman,457588,628617.0,2009/10
Wesley Matthews,457588,628617.0,2009/10
Mario West,446740,613714.0,2009/10
Anthony Tolliver,411529,565342.0,2009/10
Lester Hudson,392987,539869.0,2009/10
Coby Karl,355215,487981.0,2009/10
Shavlik Randolph,343542,471944.0,2009/10
Pops Mensah-Bonsu,330199,453614.0,2009/10
Othello Hunter,307564,422519.0,2009/10
Roko Ukic,303232,416568.0,2009/10
Shaun Livingston,296695,407588.0,2009/10
Sundiata Gaines,269169,369774.0,2009/10
Ryan Bowen,209592,287929.0,2009/10
Garrett Temple,180344,247749.0,2009/10
Mike Wilks,175908,241655.0,2009/10
Antonio Anderson,139968,192282.0,2009/10
Cartier Martin,86638,119020.0,2009/10
Quincy Douby,85519,117482.0,2009/10
Paul Davis,80488,110571.0,2009/10
Desmond Mason,76850,105573.0,2009/10
Mike Harris,64978,89264.0,2009/10
Cedric Jackson,53834,73955.0,2009/10
Will Conroy,48559,66708.0,2009/10
Chris Richard,43319,59510.0,2009/10
JamesOn Curry,26917,36977.0,2009/10
Kevin Garnett,24751934,33518133.0,2008/09
Jason Kidd,21372000,28941154.0,2008/09
Jermaine O'Neal,21372000,28941154.0,2008/09
Kobe Bryant,21262500,28792873.0,2008/09
Shaquille O'Neal,21000000,28437406.0,2008/09
Allen Iverson,20840625,28221586.0,2008/09
Stephon Marbury,20840625,28221586.0,2008/09
Tim Duncan,20598704,27893986.0,2008/09
Tracy McGrady,20370437,27584875.0,2008/09
Steve Francis,19816550,26834822.0,2008/09
Ray Allen,18388430,24900916.0,2008/09
Dirk Nowitzki,18077904,24480414.0,2008/09
Paul Pierce,18077903,24480412.0,2008/09
Shawn Marion,17810000,24117628.0,2008/09
Rashard Lewis,16447871,22273085.0,2008/09
Michael Redd,15780000,21368679.0,2008/09
Pau Gasol,15106000,20455974.0,2008/09
Andrei Kirilenko,15106000,20455974.0,2008/09
Yao Ming,15070550,20407969.0,2008/09
Amare Stoudemire,15070550,20407969.0,2008/09
Mike Bibby,14983603,20290228.0,2008/09
Vince Carter,14724125,19938853.0,2008/09
Zach Randolph,14666667,19861045.0,2008/09
Gilbert Arenas,14653466,19843169.0,2008/09
Ben Wallace,14500000,19635351.0,2008/09
Kenyon Martin,14431816,19543019.0,2008/09
LeBron James,14410581,19514263.0,2008/09
Carmelo Anthony,14410581,19514263.0,2008/09
Dwyane Wade,14410581,19514263.0,2008/09
Chris Bosh,14410581,19514263.0,2008/09
Joe Johnson,14232567,19273204.0,2008/09
Lamar Odom,14148596,19159493.0,2008/09
Rasheed Wallace,13930000,18863479.0,2008/09
Wally Szczerbiak,13775000,18653584.0,2008/09
Dwight Howard,13758000,18630563.0,2008/09
Elton Brand,13757844,18630352.0,2008/09
Richard Jefferson,13200000,17874940.0,2008/09
Larry Hughes,12827676,17370753.0,2008/09
Raef LaFrentz,12722500,17228328.0,2008/09
Jason Richardson,12664335,17149563.0,2008/09
Predrag Stojakovic,12528000,16964943.0,2008/09
Steve Nash,12250000,16588486.0,2008/09
Carlos Boozer,11593817,15699908.0,2008/09
Erick Dampier,11553000,15644635.0,2008/09
Tony Parker,11550000,15640573.0,2008/09
Brad Miller,11375000,15403594.0,2008/09
Tyson Chandler,11350000,15369740.0,2008/09
Andre Iguodala,11300000,15302032.0,2008/09
Baron Davis,11250000,15234324.0,2008/09
Samuel Dalembert,11238564,15218838.0,2008/09
Chauncey Billups,11050000,14963492.0,2008/09
Monta Ellis,11000000,14895784.0,2008/09
Al Jefferson,11000000,14895784.0,2008/09
Zydrunas Ilgauskas,10841615,14681305.0,2008/09
Richard Hamilton,10812500,14641878.0,2008/09
Bobby Simmons,10602667,14357730.0,2008/09
Andre Miller,10333334,13993010.0,2008/09
Troy Murphy,10126984,13713578.0,2008/09
Josh Smith,10000000,13541621.0,2008/09
Kirk Hinrich,10000000,13541621.0,2008/09
Marcus Camby,10000000,13541621.0,2008/09
Josh Howard,9945000,13467142.0,2008/09
Antawn Jamison,9923285,13437737.0,2008/09
Manu Ginobili,9905248,13413312.0,2008/09
David West,9862500,13355424.0,2008/09
Eddy Curry,9723983,13167850.0,2008/09
Darius Miles,9704752,13141807.0,2008/09
Nenê,9680000,13108290.0,2008/09
Emeka Okafor,9537500,12915321.0,2008/09
Gerald Wallace,9500000,12864540.0,2008/09
Tayshaun Prince,9500000,12864540.0,2008/09
Chris Kaman,9500000,12864540.0,2008/09
Luol Deng,9385000,12708812.0,2008/09
Caron Butler,9249980,12525973.0,2008/09
Al Harrington,9226250,12493838.0,2008/09
Jason Terry,9196000,12452875.0,2008/09
Cuttino Mobley,9100000,12322875.0,2008/09
Mike Miller,9028575,12226154.0,2008/09
Boris Diaw,9000000,12187459.0,2008/09
Andris Biedrins,9000000,12187459.0,2008/09
Mike Dunleavy,9000000,12187459.0,2008/09
Antoine Walker,8854475,11990395.0,2008/09
Kevin Martin,8760335,11862914.0,2008/09
Quentin Richardson,8685500,11761575.0,2008/09
Jamal Crawford,8640000,11699961.0,2008/09
Kenny Thomas,8562500,11595013.0,2008/09
Mark Blount,8513916,11529223.0,2008/09
Mehmet Okur,8500000,11510378.0,2008/09
Radoslav Nesterovic,8400000,11374962.0,2008/09
Juwan Howard,8355619,11314862.0,2008/09
Maurice Williams,8353000,11311316.0,2008/09
Corey Maggette,8275862,11206859.0,2008/09
Adonal Foyle,8062275,10917627.0,2008/09
TJ Ford,8000000,10833297.0,2008/09
Andres Nocioni,8000000,10833297.0,2008/09
Devin Harris,7800000,10562465.0,2008/09
Jameer Nelson,7700000,10427048.0,2008/09
Malik Rose,7647500,10355955.0,2008/09
Jose Calderon,7438018,10072282.0,2008/09
Metta World Peace,7400000,10020800.0,2008/09
Eric Snow,7312500,9902311.0,2008/09
Donyell Marshall,7213169,9767800.0,2008/09
Drew Gooden,7151183,9683861.0,2008/09
Stephen Jackson,7140000,9668718.0,2008/09
Darko Milicic,7020000,9506218.0,2008/09
Jerry Stackhouse,7000000,9479135.0,2008/09
Marquis Daniels,6864200,9295240.0,2008/09
Hidayet Turkoglu,6864200,9295240.0,2008/09
Etan Thomas,6864200,9295240.0,2008/09
Jamaal Tinsley,6750000,9140594.0,2008/09
Chris Wilcox,6750000,9140594.0,2008/09
Marko Jaric,6575000,8903616.0,2008/09
Udonis Haslem,6575000,8903616.0,2008/09
Luke Ridnour,6500000,8802054.0,2008/09
Bobby Jackson,6487888,8785652.0,2008/09
Shane Battier,6448900,8732856.0,2008/09
Ben Gordon,6404750,8673070.0,2008/09
Nick Collison,6350000,8598929.0,2008/09
Joel Przybilla,6310150,8544966.0,2008/09
Brian Cardinal,6300000,8531221.0,2008/09
Andrew Bogut,6294310,8523516.0,2008/09
Dan Gadzuric,6250195,8463777.0,2008/09
Mike James,6244093,8455514.0,2008/09
Stromile Swift,6200000,8395805.0,2008/09
Jerome James,6200000,8395805.0,2008/09
Jason Collins,6200000,8395805.0,2008/09
Antonio Daniels,6200000,8395805.0,2008/09
Earl Watson,6200000,8395805.0,2008/09
Leandro Barbosa,6100000,8260389.0,2008/09
Nazr Mohammed,6049400,8191868.0,2008/09
Vladimir Radmanovic,6049400,8191868.0,2008/09
Tim Thomas,6049400,8191868.0,2008/09
Jared Jeffries,6049400,8191868.0,2008/09
Matt Harpring,6000000,8124973.0,2008/09
Anderson Varejao,5784480,7833124.0,2008/09
Jason Kapono,5784480,7833124.0,2008/09
Speedy Claxton,5757818,7797019.0,2008/09
Tony Battie,5746000,7781015.0,2008/09
Marvin Williams,5636143,7632251.0,2008/09
Mikki Moore,5632200,7626912.0,2008/09
Morris Peterson,5592240,7572799.0,2008/09
DeSagana Diop,5585000,7562995.0,2008/09
James Posey,5585000,7562995.0,2008/09
Chris Duhon,5585000,7562995.0,2008/09
Beno Udrih,5585000,7562995.0,2008/09
Jeff Foster,5500000,7447892.0,2008/09
Brendan Haywood,5500000,7447892.0,2008/09
Desmond Mason,5300000,7177059.0,2008/09
Mickael Pietrus,5300000,7177059.0,2008/09
Andrea Bargnani,5176440,7009739.0,2008/09
John Salmons,5104000,6911643.0,2008/09
Deron Williams,5069449,6864856.0,2008/09
Matt Carroll,5050000,6838519.0,2008/09
Greg Oden,5011680,6786627.0,2008/09
Raja Bell,5000000,6770810.0,2008/09
JR Smith,4985001,6750499.0,2008/09
Kyle Korver,4956818,6712335.0,2008/09
Rafer Alston,4900000,6635394.0,2008/09
Derrick Rose,4822800,6530853.0,2008/09
Joe Smith,4795000,6493207.0,2008/09
Nenad Krstic,4778548,6470929.0,2008/09
Derek Fisher,4700000,6364562.0,2008/09
Reggie Evans,4640000,6283312.0,2008/09
LaMarcus Aldridge,4631400,6271666.0,2008/09
Kendrick Perkins,4578880,6200546.0,2008/09
Chris Paul,4574189,6194193.0,2008/09
Anthony Parker,4550000,6161437.0,2008/09
Sasha Vujacic,4524887,6127430.0,2008/09
Aleksandar Pavlovic,4500000,6093729.0,2008/09
Ronny Turiaf,4500000,6093729.0,2008/09
Louis Williams,4500000,6093729.0,2008/09
Kevin Durant,4484040,6072117.0,2008/09
Damon Jones,4460186,6039815.0,2008/09
Luke Walton,4420000,5985396.0,2008/09
Trenton Hassell,4350000,5890605.0,2008/09
Jorge Garbajosa,4350000,5890605.0,2008/09
Michael Beasley,4314960,5843155.0,2008/09
Marcus Banks,4260000,5768730.0,2008/09
Steve Blake,4250000,5755189.0,2008/09
Darius Songaila,4235000,5734876.0,2008/09
Kurt Thomas,4200000,5687481.0,2008/09
Adam Morrison,4159200,5632231.0,2008/09
Raymond Felton,4148716,5618034.0,2008/09
Al Horford,4026720,5452831.0,2008/09
Greg Buckner,4010005,5430197.0,2008/09
James Jones,4010000,5430190.0,2008/09
Zaza Pachulia,4000000,5416648.0,2008/09
Kwame Brown,4000000,5416648.0,2008/09
Travis Outlaw,4000000,5416648.0,2008/09
Bruce Bowen,4000000,5416648.0,2008/09
Antonio McDyess,3950419,5349507.0,2008/09
OJ Mayo,3875040,5247432.0,2008/09
Steven Hunter,3862600,5230586.0,2008/09
Delonte West,3850000,5213524.0,2008/09
Martell Webster,3771133,5106725.0,2008/09
Tyrus Thomas,3749880,5077945.0,2008/09
Daniel Gibson,3700000,5010400.0,2008/09
CJ Miles,3700000,5010400.0,2008/09
Amir Johnson,3666667,4965261.0,2008/09
Ryan Gomes,3650000,4942692.0,2008/09
Mike Conley,3630480,4916258.0,2008/09
Rasual Butler,3630000,4915608.0,2008/09
DeShawn Stevenson,3616072,4896747.0,2008/09
Fabricio Oberto,3600000,4874983.0,2008/09
Robert Swift,3579131,4846723.0,2008/09
Brian Cook,3500000,4739567.0,2008/09
Roger Mason,3500000,4739567.0,2008/09
Russell Westbrook,3493680,4731009.0,2008/09
Charlie Villanueva,3448050,4669218.0,2008/09
Shelden Williams,3395760,4598409.0,2008/09
Willie Green,3388000,4587901.0,2008/09
Charlie Bell,3354480,4542509.0,2008/09
Keyon Dooling,3300000,4468735.0,2008/09
Jeff Green,3287640,4451997.0,2008/09
