Player,Salary,Salary adjusted by inflation,Season
Eduardo Najera,3250000,4401027.0,2008/09
Chucky Atkins,3240000,4387485.0,2008/09
Brian Scalabrine,3206897,4342658.0,2008/09
Kris Humphries,3200000,4333319.0,2008/09
Channing Frye,3163769,4284256.0,2008/09
Kevin Love,3163680,4284135.0,2008/09
Luis Scola,3100667,4198806.0,2008/09
Trevor Ariza,3100000,4197902.0,2008/09
Damien Wilkins,3100000,4197902.0,2008/09
Marc Gasol,3093333,4188874.0,2008/09
Brandon Roy,3084240,4176561.0,2008/09
Carl Landry,3000000,4062486.0,2008/09
Matt Bonner,2987000,4044882.0,2008/09
Yi Jianlian,2986080,4043636.0,2008/09
Ike Diogu,2912823,3944434.0,2008/09
Kelenna Azubuike,2900000,3927070.0,2008/09
Danilo Gallinari,2873520,3891212.0,2008/09
Didier Ilunga-Mbenga,2852599,3862880.0,2008/09
Randy Foye,2815560,3812724.0,2008/09
Andrew Bynum,2769300,3750081.0,2008/09
Andray Blatche,2739669,3709956.0,2008/09
Corey Brewer,2725920,3691337.0,2008/09
Sean May,2661027,3603462.0,2008/09
Eddie House,2650000,3588529.0,2008/09
Mark Madsen,2630000,3561446.0,2008/09
Eric Gordon,2623200,3552238.0,2008/09
Rashad McCants,2620126,3548075.0,2008/09
Dorell Wright,2612835,3538202.0,2008/09
Rudy Gay,2579400,3492925.0,2008/09
Keith Bogans,2565000,3473426.0,2008/09
Jackie Butler,2552000,3455821.0,2008/09
Maurice Evans,2500000,3385405.0,2008/09
Tony Allen,2500000,3385405.0,2008/09
Chris Mihm,2500000,3385405.0,2008/09
Craig Smith,2500000,3385405.0,2008/09
Michael Finley,2500000,3385405.0,2008/09
Brandan Wright,2497320,3381776.0,2008/09
Jason Hart,2484000,3363738.0,2008/09
Joey Graham,2449184,3316592.0,2008/09
Joe Alexander,2403120,3254214.0,2008/09
Danny Granger,2329805,3154933.0,2008/09
Damon Stoudamire,2325000,3148427.0,2008/09
Ricky Davis,2300000,3114573.0,2008/09
Sebastian Telfair,2300000,3114573.0,2008/09
Joakim Noah,2295480,3108452.0,2008/09
Maceo Baston,2272860,3077821.0,2008/09
Saer Sene,2252400,3050114.0,2008/09
Tyronn Lue,2250000,3046864.0,2008/09
DJ Augustin,2208960,2991290.0,2008/09
Spencer Hawes,2180760,2953102.0,2008/09
JJ Redick,2139720,2897527.0,2008/09
Hakim Warrick,2119102,2869607.0,2008/09
Brook Lopez,2098560,2841790.0,2008/09
Jarron Collins,2074302,2808941.0,2008/09
Acie Law,2071680,2805390.0,2008/09
Hilton Armstrong,2032800,2752740.0,2008/09
Nate Robinson,2020179,2735650.0,2008/09
Jarrett Jack,2002623,2711876.0,2008/09
Walter Herrmann,2000000,2708324.0,2008/09
Eddie Jones,2000000,2708324.0,2008/09
Brevin Knight,2000000,2708324.0,2008/09
Jerryd Bayless,1993560,2699603.0,2008/09
Francisco Garcia,1983454,2685918.0,2008/09
Grant Hill,1976400,2676366.0,2008/09
Thaddeus Young,1968120,2665153.0,2008/09
Luther Head,1962378,2657378.0,2008/09
Johan Petro,1939893,2626929.0,2008/09
Thabo Sefolosha,1931160,2615103.0,2008/09
Jarvis Hayes,1910000,2586449.0,2008/09
Brent Barry,1910000,2586449.0,2008/09
Anthony Johnson,1910000,2586449.0,2008/09
Jason Thompson,1893840,2564566.0,2008/09
Jason Maxiell,1877572,2542537.0,2008/09
Julian Wright,1869600,2531741.0,2008/09
Ronnie Brewer,1834680,2484454.0,2008/09
Linas Kleiza,1824493,2470659.0,2008/09
Antoine Wright,1800000,2437491.0,2008/09
Brandon Rush,1799160,2436354.0,2008/09
David Lee,1788033,2421286.0,2008/09
Al Thornton,1776240,2405317.0,2008/09
Chuck Hayes,1768000,2394158.0,2008/09
Cedric Simmons,1742760,2359979.0,2008/09
Adrian Griffin,1711000,2316971.0,2008/09
Anthony Randolph,1709280,2314642.0,2008/09
Francisco Elson,1700000,2302075.0,2008/09
Goran Dragic,1700000,2302075.0,2008/09
Rodney Stuckey,1687320,2284904.0,2008/09
Smush Parker,1660000,2247909.0,2008/09
Rodney Carney,1655760,2242167.0,2008/09
Robin Lopez,1623720,2198780.0,2008/09
Travis Diener,1620000,2193742.0,2008/09
Nick Young,1602960,2170667.0,2008/09
Devean George,1600000,2166659.0,2008/09
Justin Reed,1573000,2130097.0,2008/09
Shawne Williams,1572960,2130042.0,2008/09
Hamed Haddadi,1572221,2129042.0,2008/09
Marreese Speights,1542600,2088930.0,2008/09
Sean Williams,1522920,2062280.0,2008/09
Ronald Murray,1500000,2031243.0,2008/09
Jose Juan Barea,1500000,2031243.0,2008/09
Patrick O'Bryant,1500000,2031243.0,2008/09
Roy Hibbert,1465400,1984389.0,2008/09
Marco Belinelli,1446720,1959093.0,2008/09
Oleksiy Pecherov,1446720,1959093.0,2008/09
Quincy Douby,1427040,1932443.0,2008/09
JaVale McGee,1392240,1885318.0,2008/09
Javaris Crittenton,1381560,1870856.0,2008/09
Renaldo Balkman,1369920,1855093.0,2008/09
JJ Hickson,1329480,1800331.0,2008/09
Jason Smith,1326360,1796106.0,2008/09
Calvin Booth,1319651,1787021.0,2008/09
Rajon Rondo,1315080,1780831.0,2008/09
Malik Allen,1300000,1760410.0,2008/09
Alexis Ajinca,1276320,1728344.0,2008/09
Daequan Cook,1273200,1724119.0,2008/09
Marcus Williams,1262520,1709656.0,2008/09
Lorenzen Wright,1262275,1709325.0,2008/09
Brian Skinner,1262275,1709325.0,2008/09
Jason Williams,1262275,1709325.0,2008/09
Kevin Ollie,1262275,1709325.0,2008/09
Theo Ratliff,1262275,1709325.0,2008/09
Sam Cassell,1262275,1709325.0,2008/09
Jacque Vaughn,1262275,1709325.0,2008/09
Roko Ukic,1250000,1692702.0,2008/09
Ryan Anderson,1225200,1659119.0,2008/09
Jared Dudley,1222320,1655219.0,2008/09
Josh Boone,1212120,1641407.0,2008/09
Ronnie Price,1188000,1608744.0,2008/09
Courtney Lee,1176240,1592819.0,2008/09
Wilson Chandler,1173480,1589082.0,2008/09
Kyle Lowry,1163520,1575594.0,2008/09
Anthony Carter,1147533,1553945.0,2008/09
Lindsey Hunter,1143473,1548447.0,2008/09
Jamaal Magloire,1141838,1546233.0,2008/09
Ryan Bowen,1141838,1546233.0,2008/09
Sean Marks,1141838,1546233.0,2008/09
Michael Ruffin,1141838,1546233.0,2008/09
Kosta Koufos,1129320,1529282.0,2008/09
Rudy Fernandez,1084080,1468020.0,2008/09
Morris Almond,1081440,1464445.0,2008/09
Jordan Farmar,1080000,1462495.0,2008/09
Ime Udoka,1080000,1462495.0,2008/09
Sergio Rodriguez,1048800,1420245.0,2008/09
Aaron Brooks,1045560,1415857.0,2008/09
Maurice Ager,1042440,1411632.0,2008/09
Nicolas Batum,1040640,1409195.0,2008/09
Mardy Collins,1034760,1401232.0,2008/09
Arron Afflalo,1015440,1375070.0,2008/09
Ian Mahinmi,1009200,1366620.0,2008/09
George Hill,1006200,1362557.0,2008/09
Alando Tucker,1001880,1356708.0,2008/09
Chris Andersen,998398,1351992.0,2008/09
Mike Wilks,998398,1351992.0,2008/09
Devin Brown,998398,1351992.0,2008/09
Melvin Ely,998398,1351992.0,2008/09
Juan Dixon,998398,1351992.0,2008/09
Darrell Arthur,977160,1323233.0,2008/09
Ryan Hollins,972581,1317032.0,2008/09
Chris Quinn,972581,1317032.0,2008/09
Donte Greene,971160,1315108.0,2008/09
DJ White,964080,1305520.0,2008/09
JR Giddens,957120,1296095.0,2008/09
Keith McLeod,926678,1254872.0,2008/09
Dahntay Jones,926678,1254872.0,2008/09
Kareem Rush,926678,1254872.0,2008/09
Matt Barnes,926678,1254872.0,2008/09
Yakhouba Diawara,875000,1184891.0,2008/09
Gerald Green,854957,1157750.0,2008/09
Josh Powell,854957,1157750.0,2008/09
Quinton Ross,854957,1157750.0,2008/09
Royal Ivey,854957,1157750.0,2008/09
Brandon Bass,826269,1118902.0,2008/09
James Singleton,826269,1118902.0,2008/09
Von Wafer,826269,1118902.0,2008/09
Stephen Graham,826269,1118902.0,2008/09
Shavlik Randolph,826269,1118902.0,2008/09
Jake Voskuhl,826153,1118745.0,2008/09
Joey Dorsey,816500,1105673.0,2008/09
Kyrylo Fesenko,810000,1096871.0,2008/09
Kyle Weaver,806452,1092066.0,2008/09
Randolph Morris,797581,1080054.0,2008/09
Solomon Jones,797581,1080054.0,2008/09
Leon Powe,797581,1080054.0,2008/09
Anthony Roberson,797581,1080054.0,2008/09
Tarence Kinsey,797581,1080054.0,2008/09
Steve Novak,797581,1080054.0,2008/09
Cheikh Samb,797581,1080054.0,2008/09
Shannon Brown,797581,1080054.0,2008/09
Juaquin Hawkins,797581,1080054.0,2008/09
Paul Millsap,797581,1080054.0,2008/09
Dikembe Mutombo,794491,1075869.0,2008/09
Jeremy Richardson,769431,1041934.0,2008/09
Luc Mbah a Moute,757000,1025100.0,2008/09
Ramon Sessions,722517,978405.0,2008/09
Mario West,711517,963509.0,2008/09
Thomas Gardner,711517,963509.0,2008/09
Gabe Pruitt,711517,963509.0,2008/09
Glen Davis,711517,963509.0,2008/09
Aaron Gray,711517,963509.0,2008/09
Will Bynum,711517,963509.0,2008/09
CJ Watson,711517,963509.0,2008/09
Josh McRoberts,711517,963509.0,2008/09
Alex Acker,711517,963509.0,2008/09
Jamario Moon,711517,963509.0,2008/09
Joel Anthony,711517,963509.0,2008/09
Marcin Gortat,711517,963509.0,2008/09
Willie Solomon,711517,963509.0,2008/09
Dominic McGuire,711517,963509.0,2008/09
Mario Chalmers,700000,947913.0,2008/09
Fred Jones,622531,843007.0,2008/09
Austin Croshere,601436,814440.0,2008/09
DeAndre Jordan,550000,744789.0,2008/09
Henry Walker,542114,734110.0,2008/09
Mike Taylor,500000,677081.0,2008/09
Darnell Jackson,450000,609372.0,2008/09
Chris Douglas-Roberts,442411,599096.0,2008/09
Othello Hunter,442114,598694.0,2008/09
Sean Singletary,442114,598694.0,2008/09
Sonny Weems,442114,598694.0,2008/09
Walter Sharpe,442114,598694.0,2008/09
Anthony Morrow,442114,598694.0,2008/09
Sun Yue,442114,598694.0,2008/09
Bobby Brown,442114,598694.0,2008/09
Nathan Jawai,442114,598694.0,2008/09
Rob Kurz,429111,581085.0,2008/09
Jermareo Davidson,422725,572438.0,2008/09
Eddie Gill,387613,524890.0,2008/09
Shaun Livingston,370000,501040.0,2008/09
Malik Hairston,351091,475434.0,2008/09
Paul Davis,328416,444728.0,2008/09
Hassan Adams,297163,402406.0,2008/09
Jawad Williams,244463,331042.0,2008/09
Dee Brown,238567,323057.0,2008/09
Anthony Tolliver,213255,288781.0,2008/09
Cartier Martin,200252,271173.0,2008/09
Trey Johnson,187258,253577.0,2008/09
Courtney Sims,184648,250043.0,2008/09
DeMarcus Nelson,182047,246521.0,2008/09
Steven Hill,148238,200738.0,2008/09
Blake Ahearn,125562,170031.0,2008/09
Linton Johnson,125374,169776.0,2008/09
Andre Brown,107908,146124.0,2008/09
Demetris Nichols,87893,119021.0,2008/09
Desmon Farmer,83708,113354.0,2008/09
Richard Hendrix,57215,77478.0,2008/09
Dwayne Jones,46812,63391.0,2008/09
Kevin Garnett,23750000,33776427.0,2007/08
Michael Finley,21696750,30856366.0,2007/08
Shaquille O'Neal,20000000,28443307.0,2007/08
Jason Kidd,19728000,28056478.0,2007/08
Jermaine O'Neal,19728000,28056478.0,2007/08
Chris Webber,19602173,27877531.0,2007/08
Kobe Bryant,19490625,27718891.0,2007/08
Tim Duncan,19014188,27041319.0,2007/08
Tracy McGrady,19014187,27041318.0,2007/08
Allen Iverson,19012500,27038919.0,2007/08
Stephon Marbury,19012500,27038919.0,2007/08
Steve Francis,17500000,24887893.0,2007/08
Baron Davis,16440000,23380398.0,2007/08
Shawn Marion,16440000,23380398.0,2007/08
Paul Pierce,16360094,23266759.0,2007/08
Dirk Nowitzki,16360094,23266759.0,2007/08
Antawn Jamison,16360094,23266759.0,2007/08
Ray Allen,16000000,22754645.0,2007/08
Ben Wallace,15500000,22043563.0,2007/08
Elton Brand,15344000,21821705.0,2007/08
Rashard Lewis,14880000,21161820.0,2007/08
Michael Redd,14520000,20649841.0,2007/08
Yao Ming,13762775,19572942.0,2007/08
Amare Stoudemire,13762775,19572942.0,2007/08
Pau Gasol,13735000,19533441.0,2007/08
Andrei Kirilenko,13735000,19533441.0,2007/08
Mike Bibby,13500000,19199232.0,2007/08
Joe Johnson,13488377,19182702.0,2007/08
Zach Randolph,13333333,18962204.0,2007/08
Vince Carter,13320000,18943242.0,2007/08
Kenyon Martin,13250000,18843691.0,2007/08
Lamar Odom,13248596,18841694.0,2007/08
LeBron James,13041250,18546814.0,2007/08
Carmelo Anthony,13041250,18546814.0,2007/08
Dwyane Wade,13041250,18546814.0,2007/08
Wally Szczerbiak,12775000,18168162.0,2007/08
Rasheed Wallace,12540000,17833953.0,2007/08
Chris Bosh,12455000,17713069.0,2007/08
Raef LaFrentz,12440787,17692856.0,2007/08
Richard Jefferson,12200000,17350417.0,2007/08
Larry Hughes,12000084,17066103.0,2007/08
Gilbert Arenas,11950400,16995445.0,2007/08
Theo Ratliff,11666666,16591928.0,2007/08
Predrag Stojakovic,11664000,16588136.0,2007/08
Steve Nash,11375000,16177131.0,2007/08
Carlos Boozer,11260483,16014269.0,2007/08
Kirk Hinrich,11250000,15999360.0,2007/08
Marcus Camby,11250000,15999360.0,2007/08
Jason Richardson,11111110,15801835.0,2007/08
Derek Fisher,10723900,15251158.0,2007/08
David West,10650000,15146061.0,2007/08
Erick Dampier,10590500,15061442.0,2007/08
Brad Miller,10500000,14932736.0,2007/08
Tony Parker,10500000,14932736.0,2007/08
Tyson Chandler,10250000,14577195.0,2007/08
Samuel Dalembert,10250000,14577195.0,2007/08
Adonal Foyle,10157090,14445061.0,2007/08
Zydrunas Ilgauskas,10142156,14423823.0,2007/08
Chauncey Billups,10000000,14221653.0,2007/08
Richard Hamilton,10000000,14221653.0,2007/08
Gerald Wallace,9500000,13510571.0,2007/08
Andre Miller,9366666,13320948.0,2007/08
Bobby Simmons,9280000,13197694.0,2007/08
Troy Murphy,9206349,13092950.0,2007/08
Manu Ginobili,9079811,12912992.0,2007/08
Kwame Brown,9075000,12906150.0,2007/08
Josh Howard,9000000,12799488.0,2007/08
Boris Diaw,9000000,12799488.0,2007/08
Eddy Curry,8947543,12724885.0,2007/08
Jason Williams,8937500,12710603.0,2007/08
Jason Terry,8898000,12654427.0,2007/08
Nenê,8840000,12571941.0,2007/08
Tayshaun Prince,8675620,12338166.0,2007/08
Chris Kaman,8600000,12230622.0,2007/08
Andres Nocioni,8500000,12088405.0,2007/08
Mehmet Okur,8500000,12088405.0,2007/08
Al Harrington,8425625,11982632.0,2007/08
Mike Miller,8376194,11912333.0,2007/08
Cuttino Mobley,8350000,11875080.0,2007/08
Antoine Walker,8329640,11846125.0,2007/08
Darius Miles,8250000,11732864.0,2007/08
Mike Dunleavy,8219008,11688788.0,2007/08
Caron Butler,8218990,11688762.0,2007/08
Quentin Richardson,8105500,11527361.0,2007/08
Juwan Howard,8094997,11512424.0,2007/08
Kurt Thomas,8091188,11507007.0,2007/08
TJ Ford,8000000,11377322.0,2007/08
Jamal Crawford,7920000,11263549.0,2007/08
Mark Blount,7901040,11236585.0,2007/08
Kenny Thomas,7875000,11199552.0,2007/08
Radoslav Nesterovic,7840000,11149776.0,2007/08
Aaron McKie,7750000,11021781.0,2007/08
Maurice Williams,7750000,11021781.0,2007/08
Jerome Williams,7639400,10864490.0,2007/08
Metta World Peace,7400000,10524023.0,2007/08
Troy Hudson,7172590,10200608.0,2007/08
Malik Rose,7101250,10099151.0,2007/08
Corey Maggette,7000000,9955157.0,2007/08
Ricky Davis,6819000,9697745.0,2007/08
Jerry Stackhouse,6750000,9599616.0,2007/08
Eric Snow,6703125,9532952.0,2007/08
Stephen Jackson,6630000,9428956.0,2007/08
Darko Milicic,6500000,9244074.0,2007/08
Chris Wilcox,6500000,9244074.0,2007/08
Luke Ridnour,6500000,9244074.0,2007/08
Drew Gooden,6453416,9177824.0,2007/08
Antonio McDyess,6373900,9064739.0,2007/08
Marquis Daniels,6373900,9064739.0,2007/08
Hidayet Turkoglu,6373900,9064739.0,2007/08
Etan Thomas,6373900,9064739.0,2007/08
Speedy Claxton,6306182,8968433.0,2007/08
Jamaal Tinsley,6300000,8959641.0,2007/08
Sam Cassell,6150000,8746317.0,2007/08
Jason Collins,6100000,8675208.0,2007/08
Dwight Howard,6061274,8620134.0,2007/08
Udonis Haslem,6050000,8604100.0,2007/08
Marko Jaric,6050000,8604100.0,2007/08
Donyell Marshall,6016965,8557119.0,2007/08
Matt Harpring,6000000,8532992.0,2007/08
Shane Battier,5883600,8367452.0,2007/08
Brian Cardinal,5850000,8319667.0,2007/08
Greg Buckner,5830000,8291223.0,2007/08
Stromile Swift,5800000,8248559.0,2007/08
Jerome James,5800000,8248559.0,2007/08
Earl Watson,5800000,8248559.0,2007/08
Shareef Abdur-Rahim,5800000,8248559.0,2007/08
Antonio Daniels,5800000,8248559.0,2007/08
Joel Przybilla,5762575,8195334.0,2007/08
Dan Gadzuric,5751130,8179057.0,2007/08
Nick Collison,5750000,8177450.0,2007/08
Bobby Jackson,5670000,8063677.0,2007/08
Nazr Mohammed,5632200,8009919.0,2007/08
Tim Thomas,5632200,8009919.0,2007/08
Vladimir Radmanovic,5632200,8009919.0,2007/08
Mike James,5632200,8009919.0,2007/08
Jared Jeffries,5632200,8009919.0,2007/08
Leandro Barbosa,5600000,7964126.0,2007/08
Brent Barry,5544370,7885011.0,2007/08
Jeff Foster,5500000,7821909.0,2007/08
Matt Carroll,5450000,7750801.0,2007/08
Emeka Okafor,5427307,7718528.0,2007/08
Anderson Varejao,5356000,7617117.0,2007/08
Morris Peterson,5356000,7617117.0,2007/08
Mikki Moore,5356000,7617117.0,2007/08
Jason Kapono,5356000,7617117.0,2007/08
Joe Smith,5200000,7395259.0,2007/08
Tony Battie,5200000,7395259.0,2007/08
Desmond Mason,5000000,7110826.0,2007/08
Brendan Haywood,5000000,7110826.0,2007/08
Andrew Bogut,4991520,7098766.0,2007/08
Eduardo Najera,4952380,7043103.0,2007/08
Damon Stoudamire,4906438,6977765.0,2007/08
Ben Gordon,4881669,6942540.0,2007/08
Andrea Bargnani,4838880,6881687.0,2007/08
John Salmons,4752000,6758129.0,2007/08
Raja Bell,4750000,6755285.0,2007/08
Greg Oden,4662000,6630134.0,2007/08
Rafer Alston,4550000,6470852.0,2007/08
Alvin Williams,4516484,6423187.0,2007/08
Kendrick Perkins,4480912,6372597.0,2007/08
Marvin Williams,4466040,6351447.0,2007/08
Shaun Livingston,4404629,6264110.0,2007/08
Kyle Korver,4400000,6257527.0,2007/08
Trenton Hassell,4350000,6186419.0,2007/08
Anthony Parker,4350000,6186419.0,2007/08
LaMarcus Aldridge,4329360,6157065.0,2007/08
Reggie Evans,4320000,6143754.0,2007/08
Keith Van Horn,4300000,6115311.0,2007/08
Aleksandar Pavlovic,4250000,6044202.0,2007/08
Steve Blake,4250000,6044202.0,2007/08
Damon Jones,4172432,5933888.0,2007/08
Kevin Durant,4171200,5932136.0,2007/08
Bruce Bowen,4125000,5866432.0,2007/08
Carlos Arroyo,4100000,5830878.0,2007/08
Deron Williams,4010640,5703793.0,2007/08
Zaza Pachulia,4000000,5688661.0,2007/08
Jamaal Magloire,4000000,5688661.0,2007/08
Luke Walton,4000000,5688661.0,2007/08
Gordan Giricek,4000000,5688661.0,2007/08
Travis Outlaw,4000000,5688661.0,2007/08
Jorge Garbajosa,4000000,5688661.0,2007/08
Devin Harris,3995003,5681554.0,2007/08
Marcus Banks,3966207,5640602.0,2007/08
Darius Songaila,3942000,5606175.0,2007/08
Dan Dickau,3916706,5570203.0,2007/08
Adam Morrison,3887880,5529208.0,2007/08
Bob Sura,3840000,5461115.0,2007/08
Pat Garrity,3818750,5430894.0,2007/08
Al Horford,3745800,5327147.0,2007/08
Amir Johnson,3666666,5214605.0,2007/08
Josh Childress,3631449,5164521.0,2007/08
Robert Horry,3630000,5162460.0,2007/08
Chris Paul,3615960,5142493.0,2007/08
Fabricio Oberto,3600000,5119795.0,2007/08
Keyon Dooling,3596000,5114106.0,2007/08
Tyrus Thomas,3505320,4985144.0,2007/08
Brian Cook,3500000,4977578.0,2007/08
Tyronn Lue,3500000,4977578.0,2007/08
Mickael Pietrus,3470770,4936008.0,2007/08
Ira Newble,3441900,4894951.0,2007/08
Kevin Ollie,3441900,4894951.0,2007/08
Mike Conley,3377160,4802880.0,2007/08
Luol Deng,3320339,4722071.0,2007/08
Rasual Butler,3315000,4714478.0,2007/08
Fred Jones,3300000,4693145.0,2007/08
Raymond Felton,3274440,4656795.0,2007/08
Lorenzen Wright,3250000,4622037.0,2007/08
Chris Duhon,3248000,4619193.0,2007/08
Steven Hunter,3248000,4619193.0,2007/08
James Posey,3206000,4559462.0,2007/08
Shelden Williams,3174240,4514294.0,2007/08
Michael Doleac,3120000,4437155.0,2007/08
Trevor Ariza,3100000,4408712.0,2007/08
Charlie Bell,3100000,4408712.0,2007/08
Willie Green,3094000,4400179.0,2007/08
Jeff Green,3058200,4349266.0,2007/08
Brian Scalabrine,3000000,4266496.0,2007/08
Chucky Atkins,3000000,4266496.0,2007/08
Matt Barnes,3000000,4266496.0,2007/08
Jake Voskuhl,3000000,4266496.0,2007/08
Francisco Elson,3000000,4266496.0,2007/08
Martell Webster,2974080,4229633.0,2007/08
Luis Scola,2910000,4138501.0,2007/08
Eddie Griffin,2900000,4124279.0,2007/08
Damien Wilkins,2900000,4124279.0,2007/08
James Jones,2900000,4124279.0,2007/08
Brandon Roy,2883120,4100273.0,2007/08
Anthony Johnson,2860000,4067392.0,2007/08
Andre Iguodala,2804889,3989016.0,2007/08
Yi Jianlian,2777760,3950434.0,2007/08
Alonzo Mourning,2762500,3928731.0,2007/08
Primoz Brezec,2750000,3910954.0,2007/08
Charlie Villanueva,2715000,3861178.0,2007/08
Matt Bonner,2678000,3808558.0,2007/08
Andris Biedrins,2636696,3749817.0,2007/08
Randy Foye,2631840,3742911.0,2007/08
Robert Swift,2601113,3699212.0,2007/08
Sebastian Telfair,2562426,3644193.0,2007/08
Juan Dixon,2550000,3626521.0,2007/08
Corey Brewer,2535720,3606213.0,2007/08
Beno Udrih,2535445,3605821.0,2007/08
Kris Humphries,2522913,3587999.0,2007/08
Bostjan Nachbar,2500000,3555413.0,2007/08
Chris Mihm,2500000,3555413.0,2007/08
Channing Frye,2487240,3537266.0,2007/08
Didier Ilunga-Mbenga,2483569,3532044.0,2007/08
Al Jefferson,2480885,3528228.0,2007/08
Jose Calderon,2471604,3515029.0,2007/08
Andray Blatche,2470000,3512748.0,2007/08
Keith Bogans,2440000,3470083.0,2007/08
Mark Madsen,2420000,3441640.0,2007/08
Rudy Gay,2411160,3429068.0,2007/08
Othella Harrington,2376000,3379064.0,2007/08
Devean George,2369111,3369267.0,2007/08
Kirk Snyder,2358433,3354081.0,2007/08
Jackie Butler,2350000,3342088.0,2007/08
Jarron Collins,2350000,3342088.0,2007/08
Brandan Wright,2323080,3303803.0,2007/08
Jason Hart,2300000,3270980.0,2007/08
Ike Diogu,2286360,3251582.0,2007/08
Bonzi Wells,2284200,3248510.0,2007/08
Lindsey Hunter,2250000,3199872.0,2007/08
Smush Parker,2250000,3199872.0,2007/08
Josh Smith,2243543,3190689.0,2007/08
Patrick O'Bryant,2216400,3152087.0,2007/08
Andrew Bynum,2172000,3088943.0,2007/08
DeSagana Diop,2146000,3051966.0,2007/08
Joakim Noah,2135400,3036891.0,2007/08
JR Smith,2134067,3034996.0,2007/08
Saer Sene,2105520,2994397.0,2007/08
Dorell Wright,2040746,2902278.0,2007/08
Spencer Hawes,2028600,2885004.0,2007/08
JJ Redick,2000160,2844558.0,2007/08
Jameer Nelson,1961609,2789732.0,2007/08
Walter Herrmann,1944000,2764689.0,2007/08
Vassilis Spanoulis,1944000,2764689.0,2007/08
Viktor Khryapa,1928598,2742785.0,2007/08
Acie Law,1927080,2740626.0,2007/08
Hilton Armstrong,1900200,2702398.0,2007/08
Ronald Murray,1890000,2687892.0,2007/08
Aaron Williams,1890000,2687892.0,2007/08
Nenad Krstic,1889760,2687551.0,2007/08
Delonte West,1889760,2687551.0,2007/08
Tony Allen,1868141,2656805.0,2007/08
